address,nearest_mrt,time_to_nearest_mrt,price,unit_type,room_type,room_size,status,updated_time,link,updated_date
1 Rosewood Dr,,,1088.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-12 13:57:29.337553,https://99.co/singapore/rooms/property/rosewood-condo-jYujBFnAqCXk39zmRuvzmN,2023-09-12
1 Rosewood Dr,,,1488.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-12 13:57:29.337556,https://99.co/singapore/rooms/property/rosewood-condo-LsLifjtqc26c7BSwXpANS4,2023-09-12
81 Yishun St 81,,,1699.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-12 13:57:29.337558,https://99.co/singapore/rooms/property/orchid-park-condominium-condo-hFSJd8iFzRRTfMaSRXkTCg,2023-09-12
51 Mandalay Rd,,,1800.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-12 13:57:29.337560,https://99.co/singapore/rooms/property/monarchy-apartments-condo-HxyHMr9a46ZgZQRZvm6gCK,2023-09-12
145A Moulmein Rd,Novena, 6 mins,4000.0,Condo,Master room,300.0,FULLY FURNISHED,2023-09-12 13:57:29.337563,https://99.co/singapore/rooms/property/st-residences-novena-condo-FduM774W3UakFnbLn46xBm,2023-09-12
2 Whampoa East,Boon Keng, 4 mins,1430.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-12 13:57:29.337565,https://99.co/singapore/rooms/property/eight-riversuites-condo-FrLBnqQXPMHSsgPxCip4CX,2023-09-12
624 Ang Mo Kio Avenue 4,,,900.0,HDB,Master room,250.0,FULLY FURNISHED,2023-09-12 13:57:29.337568,https://99.co/singapore/rooms/property/624-ang-mo-kio-avenue-4-hdb-28Nzx42mdMcJk6vun6xvrr,2023-09-12
118 Jurong East St 13,,,1280.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-12 13:57:29.337570,https://99.co/singapore/rooms/property/ivory-heights-condo-WZqhJgwdJEkUb5Wg9uzsMW,2023-09-12
237 Jurong East Street 21,Toh Guan, 2 mins,1400.0,HDB,Common room,250.0,FULLY FURNISHED,2023-09-12 13:57:29.337573,https://99.co/singapore/rooms/property/237-jurong-east-street-21-hdb-ibQhmKD79CbjMAS6zqzGQK,2023-09-12
100 Woodlands Ave 5,,,1050.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337575,https://99.co/singapore/rooms/property/bellewoods-condo-Qta8mMTe3netNzqaGprVTR,2023-09-12
131 Bedok North Avenue 3,,,1300.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337578,https://99.co/singapore/rooms/property/131-bedok-north-avenue-3-hdb-SAn5gKGhbCcREjMC3fBp5b,2023-09-12
191 Lorong 4 Toa Payoh,Toa Payoh, 5 mins,1350.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-12 13:57:29.337580,https://99.co/singapore/rooms/property/191-lorong-4-toa-payoh-hdb-nQfmQUxGyAwfabJZyWAtPy,2023-09-12
195 Kim Keat Avenue,,,700.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-12 13:57:29.337582,https://99.co/singapore/rooms/property/195-kim-keat-avenue-hdb-JaoxL9CHPG3qmqASjNaWnk,2023-09-12
10Q Braddell Hill,Caldecott, 5 mins,1000.0,Condo,Common room,160.0,FULLY FURNISHED,2023-09-12 13:57:29.337585,https://99.co/singapore/rooms/property/braddell-view-condo-mTc7ug7Wg6VfefhZgQWtF6,2023-09-12
119 Bishan Street 12,Bishan, 6 mins,1400.0,HDB,Whole unit,1550.0,FULLY FURNISHED,2023-09-12 13:57:29.337587,https://99.co/singapore/rooms/property/119-bishan-street-12-hdb-atEtfp62Tg7sRS7E6tJeiY,2023-09-12
55 Pasir Ris Dr 1,,,1100.0,Condo,Common room,108.0,FULLY FURNISHED,2023-09-12 13:57:29.337590,https://99.co/singapore/rooms/property/belysa-condo-6fGa63FNEbpTYgoYHQgnCb,2023-09-12
560 Pasir Ris Street 51,,,900.0,HDB,Common room,90.0,FULLY FURNISHED,2023-09-12 13:57:29.337592,https://99.co/singapore/rooms/property/560-pasir-ris-street-51-hdb-UJrBdRdXJp6CFm9MH62TNk,2023-09-12
1 Simei St 3,,,1200.0,Condo,Common room,124.0,FULLY FURNISHED,2023-09-12 13:57:29.337594,https://99.co/singapore/rooms/property/eastpoint-green-condo-ksWzciwMTVfR9UCWGymjhN,2023-09-12
Hoover Park,Beauty World, 1 mins,1200.0,Terraced House,Master room,300.0,FULLY FURNISHED,2023-09-12 13:57:29.337597,https://99.co/singapore/rooms/property/lorong-pisang-raja-landed-Sfrji9DrMTaQZhXCpXhG9J,2023-09-12
501 Sembawang Rd,,,1400.0,Condo,Master room,290.0,FULLY FURNISHED,2023-09-12 13:57:29.337599,https://99.co/singapore/rooms/property/seletaris-condo-aQbrAwhLgzDXAvUakMLaGM,2023-09-12
431B Yishun Avenue 1,,,850.0,HDB,Common room,140.0,PARTIALLY FURNISHED,2023-09-12 13:57:29.337602,https://99.co/singapore/rooms/property/431b-yishun-avenue-1-hdb-jwhjUCjVSUKLkdwXyEDgmn,2023-09-12
398 Kallang Rd,Kallang, 4 mins,2600.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-12 13:57:29.337604,https://99.co/singapore/rooms/property/the-riverine-by-the-park-condo-ajrq5Maqh877p2cFnUzQkT,2023-09-12
Clydescove,,,1300.0,Semi-D,Master room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337606,https://99.co/singapore/rooms/property/loyang-place-landed-Wh7Zebhzo8M4ZSzaQrm5wf,2023-09-12
107 Spottiswoode Pk Rd,Cantonment, 2 mins,2200.0,Condo,Master room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337609,https://99.co/singapore/rooms/property/spottiswoode-park-condo-YqQBwYBqCMi7Ki2YR5EAco,2023-09-12
190 Moulmein Rd,Novena, 2 mins,1700.0,Condo,Master room,180.0,FULLY FURNISHED,2023-09-12 13:57:29.337611,https://99.co/singapore/rooms/property/the-huntington-condo-WsQxsg5rK6iqeumxz32Ht2,2023-09-12
150 Thomson Rd,Novena, 3 mins,2600.0,Condo,Master room,220.0,FULLY FURNISHED,2023-09-12 13:57:29.337614,https://99.co/singapore/rooms/property/thomson-euro-asia-condo-X3DXXDcbNM84Tf4s76PGcV,2023-09-12
190 Moulmein Rd,Novena, 2 mins,2350.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-12 13:57:29.337616,https://99.co/singapore/rooms/property/the-huntington-condo-gxymwpbsxUfp2ia2sn9s6T,2023-09-12
447 Bukit Panjang Ring Road,Fajar, 2 mins,1380.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-12 13:57:29.337619,https://99.co/singapore/rooms/property/447-bukit-panjang-ring-road-hdb-huo6ZFPRwZ8E6UKbFUmBQm,2023-09-12
473 Ang Mo Kio Avenue 10,,,1500.0,HDB,Whole unit,700.0,FULLY FURNISHED,2023-09-12 13:57:29.337621,https://99.co/singapore/rooms/property/473-ang-mo-kio-avenue-10-hdb-BG3SsDxJYcYbTu7rKXDRHx,2023-09-12
641 Jurong West Street 61,Pioneer, 5 mins,900.0,HDB,Common room,110.0,FULLY FURNISHED,2023-09-12 13:57:29.337623,https://99.co/singapore/rooms/property/641-jurong-west-street-61-hdb-WxK6GePkdZhhj7RTDLnrwB,2023-09-12
2 Lakepoint Dr,Lakeside, 6 mins,1200.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-12 13:57:29.337626,https://99.co/singapore/rooms/property/lakepoint-condominium-condo-N58zfqk9wMb3esLwKKWxQM,2023-09-12
156 Bishan Street 13,,,1200.0,HDB,Common room,151.0,FULLY FURNISHED,2023-09-12 13:57:29.337628,https://99.co/singapore/rooms/property/156-bishan-street-13-hdb-7XPKCWPeqdCKto4RnHJrRs,2023-09-12
218 Westwood Ave,Gek Poh, 4 mins,1199.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337631,https://99.co/singapore/rooms/property/the-floravale-condo-bxPHPMGKMwAynxyPv2Yeng,2023-09-12
633 Hougang Avenue 8,,,1450.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-12 13:57:29.337633,https://99.co/singapore/rooms/property/633-hougang-avenue-8-hdb-UKBWsh5W7BgicGnbPMfQF3,2023-09-12
117B Rivervale Drive,,,900.0,HDB,Master room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337635,https://99.co/singapore/rooms/property/117b-rivervale-drive-hdb-YyDPPRbg6QECeytUtH5DJ9,2023-09-12
875 Yishun Street 81,Khatib, 6 mins,1300.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-12 13:57:29.337638,https://99.co/singapore/rooms/property/875-yishun-street-81-hdb-JDdGbd6dPPeC96eqvvZCxA,2023-09-12
7500A Beach Rd,Nicoll Highway, 4 mins,1800.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337640,https://99.co/singapore/rooms/property/the-plaza-condo-JwNXdTqenUHViAPRDggG2N,2023-09-12
30 Woodlands Cres,,,1500.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-12 13:57:29.337643,https://99.co/singapore/rooms/property/northoaks-condo-apzEgTfoVnGcGgtvpavirj,2023-09-12
94 Lorong 4 Toa Payoh,Braddell, 4 mins,880.0,HDB,Common room,53.0,FULLY FURNISHED,2023-09-12 13:57:29.337645,https://99.co/singapore/rooms/property/94-lorong-4-toa-payoh-hdb-6DETq3YSX2sA5QdkjkihAf,2023-09-12
2B Geylang Serai,,,1100.0,HDB,Master room,1022.0,FULLY FURNISHED,2023-09-12 13:57:29.337648,https://99.co/singapore/rooms/property/2b-geylang-serai-hdb-4bghTkdzMAcgZb8tTBJmip,2023-09-12
150A Bishan Street 11,,,1200.0,HDB,Master room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337650,https://99.co/singapore/rooms/property/150a-bishan-street-11-hdb-MyagFAYtWQPYKDutW4NJMM,2023-09-12
459 Jurong West Street 41,,,850.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-12 13:57:29.337652,https://99.co/singapore/rooms/property/459-jurong-west-street-41-hdb-QJeAD3bgfJBq4mQtxamLjY,2023-09-12
667C Jurong West Street 65,Boon Lay, 6 mins,900.0,HDB,Common room,80.0,FULLY FURNISHED,2023-09-12 13:57:29.337655,https://99.co/singapore/rooms/property/667c-jurong-west-street-65-hdb-iLZj7H2KCfPLQtPEyMdNy8,2023-09-12
9 Lor 101 Changi,,,1050.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337657,https://99.co/singapore/rooms/property/park-court-condo-2C7vBwPpvn4M8N8X9CDnKs,2023-09-12
34 Lor Mydin,Kembangan, 1 mins,2900.0,Condo,Master room,120.0,PARTIALLY FURNISHED,2023-09-12 13:57:29.337660,https://99.co/singapore/rooms/property/astoria-park-condo-KkdWUaXAZgo4tWqXf9C5ob,2023-09-12
50 Choa Chu Kang Nth 7,Yew Tee, 3 mins,1150.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-12 13:57:29.337662,https://99.co/singapore/rooms/property/regent-grove-condo-aAEKRLBAdu6TeQKCdT9gLF,2023-09-12
709 Bedok Reservoir Road,Bedok North, 6 mins,1400.0,HDB,Master room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337665,https://99.co/singapore/rooms/property/709-bedok-reservoir-road-hdb-9Ns7atNAsCGbab3GqFKScb,2023-09-12
709 Bedok Reservoir Road,Bedok North, 6 mins,1400.0,HDB,Master room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337667,https://99.co/singapore/rooms/property/709-bedok-reservoir-road-hdb-9Ns7atNAsCGbab3GqFKScb,2023-09-12
1F Pine Grove,,,1300.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-12 13:57:29.337669,https://99.co/singapore/rooms/property/pine-grove-condo-3YrQkmgKVXWJntBMScDtw9,2023-09-12
6 Geylang East Ave 2,Paya Lebar, 6 mins,1600.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-12 13:57:29.337672,https://99.co/singapore/rooms/property/simsville-condo-5zJTWDyJH2fz27e5FJR5ec,2023-09-12
31 Jurong West St 41,Lakeside, 4 mins,1300.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-12 13:57:29.337674,https://99.co/singapore/rooms/property/the-lakeshore-condo-6jGjN5P2nCJpZRU8G9Tk6H,2023-09-12
341B Sembawang Close,Sembawang, 2 mins,900.0,HDB,Master room,107.0,PARTIALLY FURNISHED,2023-09-12 13:57:29.337677,https://99.co/singapore/rooms/property/341b-sembawang-close-hdb-BtwTHmcBKrAZXn6CqMPiVb,2023-09-12
131 Mackenzie Rd,Little India, 5 mins,2688.0,Condo,Master room,110.0,FULLY FURNISHED,2023-09-12 13:57:29.337679,https://99.co/singapore/rooms/property/the-mkz-condo-KY3Yq3iwZtGRRrqkiq54Nt,2023-09-12
211 Yishun Street 21,Yishun, 5 mins,1000.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-12 13:57:29.337681,https://99.co/singapore/rooms/property/211-yishun-street-21-hdb-UpWeAV76k9ZWxkLxotKVfY,2023-09-12
527 Bedok North Street 3,Bedok Reservoir, 8 mins,1700.0,HDB,Master room,180.0,FULLY FURNISHED,2023-09-12 13:57:29.337684,https://99.co/singapore/rooms/property/527-bedok-north-street-3-hdb-6Z3DeXoUeXFWVad87GHV59,2023-09-12
12 Lor 14 Geylang,,,1480.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337686,https://99.co/singapore/rooms/property/wing-fong-mansions-condo-86s4J6tVKQNWCPMxQ9xWCc,2023-09-12
527 Bedok North Street 3,Bedok Reservoir, 8 mins,1200.0,HDB,Master room,100.0,FULLY FURNISHED,2023-09-12 13:57:29.337689,https://99.co/singapore/rooms/property/527-bedok-north-street-3-hdb-n8vbXQaV77ccYuqsnDYVq2,2023-09-12
Fuyong Estate,Hillview, 4 mins,1200.0,Terraced House,Master room,280.0,FULLY FURNISHED,2023-09-12 13:57:29.337691,https://99.co/singapore/rooms/property/jalan-asas-landed-REbC8sVEPCFKmZg2pmWJRk,2023-09-12
3C Upper Boon Keng Road,Kallang, 4 mins,1300.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-12 13:57:29.337694,https://99.co/singapore/rooms/property/3c-upper-boon-keng-road-hdb-6AvVxpmd8KKXo8tWJTmFbj,2023-09-12
22 Woodlands Cres,,,930.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-12 13:57:29.337696,https://99.co/singapore/rooms/property/northoaks-condo-fBwJPKEragyKyrqAPs84Zz,2023-09-12
93 Paya Lebar Way,MacPherson, 6 mins,1600.0,HDB,Master room,220.0,FULLY FURNISHED,2023-09-12 13:57:29.337698,https://99.co/singapore/rooms/property/93-paya-lebar-way-hdb-2dSBhBa7WEEaqmeba8GyCP,2023-09-12
Lorong Siglap,,,2200.0,Semi-D,Master room,200.0,FULLY FURNISHED,2023-09-12 13:57:29.337701,https://99.co/singapore/rooms/property/lorong-siglap-landed-j9rJTVhEiYaUQ7KdjzE8Xx,2023-09-12
1557 Keppel Road,Cantonment, 6 mins,3350.0,Condo,Master room,220.0,FULLY FURNISHED,2023-09-11 13:57:29.337703,https://99.co/singapore/rooms/property/1557-keppel-road-condo-etVKZgnEthvvntTNG3VQEs,2023-09-11
200 Jln Sultan,Lavender, 5 mins,1700.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-11 13:57:29.337706,https://99.co/singapore/rooms/property/textile-centre-condo-9Poyqs8jUucujyvRDZ35vb,2023-09-11
The Countryside,,,1800.0,Bungalow,Master room,300.0,FULLY FURNISHED,2023-09-11 13:57:29.337708,https://99.co/singapore/rooms/property/countryside-road-landed-U7pBRnq2eiszuHXSENUzCT,2023-09-11
320 Balestier Rd,,,3100.0,Condo,Master room,220.0,FULLY FURNISHED,2023-09-11 13:57:29.337710,https://99.co/singapore/rooms/property/coliwoo-balestier-320-condo-QMU4XRqNPBZPyPDfEg3g7e,2023-09-11
58 Sengkang Square,Sengkang, 2 mins,1200.0,Condo,Common room,300.0,FULLY FURNISHED,2023-09-11 13:57:29.337713,https://99.co/singapore/rooms/property/la-fiesta-condo-8PwqbKFvx6CawEBMPAywen,2023-09-11
12 Mount Elizabeth,Orchard, 6 mins,1700.0,Condo,Common room,340.0,FULLY FURNISHED,2023-09-11 13:57:29.337715,https://99.co/singapore/rooms/property/elizabeth-towers-condo-sf7rCycf4qxybLuGxgjBvE,2023-09-11
272C Sengkang Central,Buangkok, 3 mins,1200.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-11 13:57:29.337718,https://99.co/singapore/rooms/property/272c-sengkang-central-hdb-SvXHVR2wfmh422oc2mf3Yd,2023-09-11
188B Rivervale Drive,Rumbia, 5 mins,950.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-11 13:57:29.337720,https://99.co/singapore/rooms/property/188b-rivervale-drive-hdb-QGb9cvkVK9nncnfwnF7P7x,2023-09-11
80 Upp Serangoon View,,,1400.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-11 13:57:29.337723,https://99.co/singapore/rooms/property/kingsford-waterbay-condo-bRfWK3TMwGhQHp49HH2Vyh,2023-09-11
833 Hougang Central,Hougang, 4 mins,1699.0,HDB,Master room,125.0,FULLY FURNISHED,2023-09-11 13:57:29.337725,https://99.co/singapore/rooms/property/833-hougang-central-hdb-XMfaVdu6ayukV9etUdte6B,2023-09-11
30 Lor Mydin,Kembangan, 1 mins,1280.0,Condo,Common room,50.0,FULLY FURNISHED,2023-09-11 13:57:29.337727,https://99.co/singapore/rooms/property/astoria-park-condo-5zZFKsyKgygKz4sdmdQmh2,2023-09-11
511 Guillemard Rd,Paya Lebar, 6 mins,1250.0,Condo,Common room,50.0,FULLY FURNISHED,2023-09-11 13:57:29.337730,https://99.co/singapore/rooms/property/grandlink-square-condo-SH5az7ncyGn4v4sUVAa34b,2023-09-11
129 Kim Tian Road,,,900.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-11 13:57:29.337732,https://99.co/singapore/rooms/property/129-kim-tian-road-hdb-AA2j7uh4pMLWS8Gqh2zkF5,2023-09-11
9B Boon Tiong Road,Tiong Bahru, 3 mins,1500.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-11 13:57:29.337735,https://99.co/singapore/rooms/property/9b-boon-tiong-road-hdb-n6NqBFWpRV5VPtNv8wsQyA,2023-09-11
54 West Coast Cres,,,2700.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-11 13:57:29.337737,https://99.co/singapore/rooms/property/west-bay-condominium-condo-i3ZKLB9qL2v7hKh3DXor2B,2023-09-11
54 West Coast Cres,,,2990.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-11 13:57:29.337739,https://99.co/singapore/rooms/property/west-bay-condominium-condo-T2zfq7hEb9K8pMpEJ2Yh3F,2023-09-11
3 Elias Green,Tampines North, 6 mins,2600.0,Condo,Master room,320.0,FULLY FURNISHED,2023-09-11 13:57:29.337742,https://99.co/singapore/rooms/property/elias-green-condo-HpbgZCSWYmpDyhXkoJ7H7b,2023-09-11
1 Simei St 3,,,1100.0,Condo,Common room,50.0,FULLY FURNISHED,2023-09-11 13:57:29.337744,https://99.co/singapore/rooms/property/eastpoint-green-condo-3wYAA3aGUBMeSs3QeYTAjW,2023-09-11
22 Sin Ming Walk,Bright Hill, 4 mins,2000.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-11 13:57:29.337747,https://99.co/singapore/rooms/property/bishan-park-condominium-condo-dGsGoAvPpyMcgvqBqArT5W,2023-09-11
111 Pasir Ris Grove,,,1300.0,Condo,Master room,180.0,FULLY FURNISHED,2023-09-11 13:57:29.337749,https://99.co/singapore/rooms/property/the-palette-condo-LfuaT2GVUn8474zKyoPVbF,2023-09-11
637A Punggol Drive,Kadaloor, 2 mins,900.0,HDB,Master room,180.0,FULLY FURNISHED,2023-09-11 13:57:29.337751,https://99.co/singapore/rooms/property/637a-punggol-drive-hdb-jQ7HEhNQBEdCAPANmYkekT,2023-09-11
630 Hougang Avenue 8,,,950.0,HDB,Common room,50.0,PARTIALLY FURNISHED,2023-09-11 13:57:29.337754,https://99.co/singapore/rooms/property/630-hougang-avenue-8-hdb-XGw4PM2A7S8KNi5wCsJcjk,2023-09-11
1 Simei St 4,Upper Changi, 5 mins,2700.0,Condo,Master room,400.0,FULLY FURNISHED,2023-09-11 13:57:29.337756,https://99.co/singapore/rooms/property/simei-green-condominium-condo-CuHZZn9tpkp9FgFABgbcvL,2023-09-11
31 Simei Rise,,,2600.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-11 13:57:29.337759,https://99.co/singapore/rooms/property/savannah-condopark-condo-BabjA3wRg88ZGn6Rphzhf3,2023-09-11
263 Bukit Batok East Avenue 4,,,1400.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-11 13:57:29.337761,https://99.co/singapore/rooms/property/263-bukit-batok-east-avenue-4-hdb-TnbtiNPteavDpcJysZtWD7,2023-09-11
431 Choa Chu Kang Avenue 4,Choa Chu Kang, 4 mins,900.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-11 13:57:29.337764,https://99.co/singapore/rooms/property/431-choa-chu-kang-avenue-4-hdb-jZbagQJevWfARFXh8dRXCt,2023-09-11
Berrima Road,,,36000.0,Bungalow,Whole unit,6000.0,PARTIALLY FURNISHED,2023-09-11 13:57:29.337766,https://99.co/singapore/rooms/property/berrima-road-landed-MkcF6DNdwgkKWmBbsiSjbW,2023-09-11
50 Tanah Merah Kechil Ave,Tanah Merah, 3 mins,1000.0,Condo,Common room,50.0,FULLY FURNISHED,2023-09-11 13:57:29.337768,https://99.co/singapore/rooms/property/casa-merah-condo-D5LyQrckWU5Tcd5SfT6qbS,2023-09-11
750 Bedok Reservoir Rd,Bedok Reservoir, 6 mins,1200.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-11 13:57:29.337771,https://99.co/singapore/rooms/property/waterfront-gold-condo-W4taq8rTymDPbNYXj4asZg,2023-09-11
702 Upp Changi Rd East,Upper Changi, 3 mins,1300.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-11 13:57:29.337773,https://99.co/singapore/rooms/property/changi-court-condo-DmTyS2gYLQhRoUS46SqrS5,2023-09-11
411 Fernvale Road,Fernvale, 3 mins,1500.0,HDB,Common room,65.0,FULLY FURNISHED,2023-09-11 13:57:29.337776,https://99.co/singapore/rooms/property/411-fernvale-road-hdb-HWMWRGENmAXQz23NJpQjYc,2023-09-11
171A Edgedale Plains,Coral Edge, 1 mins,1268.0,HDB,Master room,400.0,FULLY FURNISHED,2023-09-11 13:57:29.337778,https://99.co/singapore/rooms/property/171a-edgedale-plains-hdb-NnG3tqo4qrPLsF7ZTqTT7R,2023-09-11
10 Upp Serangoon Cres,,,1500.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-11 13:57:29.337781,https://99.co/singapore/rooms/property/riversails-condo-6VcLwKt5fuJNL2NaUTrtYG,2023-09-11
408 Choa Chu Kang Avenue 3,Choa Chu Kang West, 1 mins,900.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-11 13:57:29.337783,https://99.co/singapore/rooms/property/408-choa-chu-kang-avenue-3-hdb-2QAGN4uKRn7wrsgHk2bsRE,2023-09-11
81 Yishun St 81,,,1500.0,Condo,Master room,150.0,FULLY FURNISHED,2023-09-11 13:57:29.337786,https://99.co/singapore/rooms/property/orchid-park-condominium-condo-ZF9WGfZSnbi2H4N9XCRV7z,2023-09-11
390 Yishun Avenue 6,,,800.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-11 13:57:29.337788,https://99.co/singapore/rooms/property/390-yishun-avenue-6-hdb-QX66GBe9EiEEZAv37xu93a,2023-09-11
89 Yishun St 81,,,1400.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-11 13:57:29.337790,https://99.co/singapore/rooms/property/orchid-park-condominium-condo-W7YSaqqA6VbRRERthpivcr,2023-09-11
170 Gangsa Road,Petir, 2 mins,950.0,HDB,Common room,86.0,PARTIALLY FURNISHED,2023-09-11 13:57:29.337793,https://99.co/singapore/rooms/property/170-gangsa-road-hdb-Bd6bmvunKuHAAYKBWkVSgs,2023-09-11
69 Jurong West Ctrl 3,Boon Lay, 1 mins,1400.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-11 13:57:29.337795,https://99.co/singapore/rooms/property/the-centris-condo-CVvUSZCWKAER6zEzRA88PP,2023-09-11
8 Sing Joo Walk,Farrer Park, 3 mins,2300.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-11 13:57:29.337798,https://99.co/singapore/rooms/property/8-farrer-suites-condo-h47mXPhXfnecmJEm9WSXTT,2023-09-11
468A Admiralty Drive,,,750.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-11 13:57:29.337800,https://99.co/singapore/rooms/property/468a-admiralty-drive-hdb-cw2XHxiKFVWgDZQo465Rgs,2023-09-11
304 Bukit Batok Street 31,Bukit Gombak, 6 mins,880.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-11 13:57:29.337803,https://99.co/singapore/rooms/property/304-bukit-batok-street-31-hdb-VALebQ7LytZstmjDX6RkHg,2023-09-11
939 Hougang Street 92,,,899.0,HDB,Common room,130.0,FULLY FURNISHED,2023-09-11 13:57:29.337805,https://99.co/singapore/rooms/property/939-hougang-street-92-hdb-aEThi3nhTNgBE3Ft3q9frS,2023-09-11
75 Marine Drive,,,1400.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-11 13:57:29.337807,https://99.co/singapore/rooms/property/75-marine-drive-hdb-WZNHY743e9JwVFuyJzpzjS,2023-09-11
4 Hougang St 92,,,1500.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-11 13:57:29.337810,https://99.co/singapore/rooms/property/regentville-condo-gFgWSwBFkvzSR3avPbsCjA,2023-09-11
9 Sengkang Square,Sengkang, 1 mins,1300.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-11 13:57:29.337812,https://99.co/singapore/rooms/property/compass-heights-condo-5Pk8K4daW9shYkTGrUK4AA,2023-09-11
380 Changi Rd,Kembangan, 5 mins,1600.0,Condo,Common room,105.0,FULLY FURNISHED,2023-09-11 13:57:29.337815,https://99.co/singapore/rooms/property/the-champagne-condo-BtkcCAod9oU9AE9YFKYHWC,2023-09-11
54 West Coast Cres,,,2100.0,Condo,Common room,110.0,FULLY FURNISHED,2023-09-11 13:57:29.337817,https://99.co/singapore/rooms/property/west-bay-condominium-condo-bfVM8zJMigGSRw2EDyd9yp,2023-09-11
43 Jurong East Ave 1,Chinese Garden, 2 mins,1300.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-11 13:57:29.337819,https://99.co/singapore/rooms/property/parc-oasis-condo-7EXb6KMHcCiSxWTTmG8JB6,2023-09-11
35 Jurong East Ave 1,Chinese Garden, 2 mins,1450.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-11 13:57:29.337822,https://99.co/singapore/rooms/property/parc-oasis-condo-Wet376ZJzHwCZTiQanWsvm,2023-09-11
39 Jurong East Ave 1,Chinese Garden, 2 mins,1250.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-11 13:57:29.337824,https://99.co/singapore/rooms/property/parc-oasis-condo-MfasfQqHcsG6dwcSgooKxY,2023-09-11
104 Jalan Rajah,,,1200.0,HDB,Master room,250.0,FULLY FURNISHED,2023-09-11 13:57:29.337827,https://99.co/singapore/rooms/property/104-jalan-rajah-hdb-byhFTd73TsfndSWqDdK6NS,2023-09-11
11 Lincoln Rd,,,2200.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-11 13:57:29.337829,https://99.co/singapore/rooms/property/iridium-condo-DhYewFKyQQWS3kf4kNVJmj,2023-09-11
